item_id,name,star,score_taste,score_environment,score_service,cost,review_count,item_type
shop_00016,六合家宴食府,4.046672428694901,3.136560069144339,3.296456352636128,2.9006050129645637,143.54751131221718,1157,餐厅
shop_00017,兰桂坊珍味馆(珠江新城店),4.407862407862408,3.3943488943488944,3.421375921375921,3.2843980343980346,80.3951048951049,1628,餐厅
shop_00018,兰桂坊粤泰美食(棠下店),4.123890234059726,3.1598062953995156,3.1053268765133173,3.083535108958838,75.52671755725191,2478,餐厅
shop_00019,兴悦酒家(保利克洛维店),4.184357541899441,3.276536312849162,3.3324022346368714,3.153631284916201,184.9108910891089,358,餐厅
shop_00020,凤厨顺德荟馆(上渡路店),4.077470059880239,3.1676646706586826,2.9221556886227544,2.7597305389221556,53.49255441008018,2672,餐厅
shop_00021,凯悦酒家(环球广场店),4.167441860465116,3.2797202797202796,3.55011655011655,3.1023255813953488,140.32631578947368,430,餐厅
shop_00022,利苑酒家(宜安广场店),4.066305818673883,3.2422192151556155,3.216508795669824,3.317997293640054,263.33870967741933,739,餐厅
shop_00023,利苑酒家(珠江新城店),3.9281288723667904,3.2106567534076826,3.0793060718711276,3.0916976456009913,312.7717391304348,807,餐厅
shop_00024,北园酒家(小北路店),3.7052067381316998,2.8361408882082695,3.170750382848392,2.6232771822358347,109.93296089385476,1306,餐厅
shop_00025,匠二港式餐饮,4.871794871794871,3.858974358974359,3.7948717948717947,3.9358974358974357,57.0625,78,餐厅
shop_00026,半岛御珍轩酒家,4.146993318485523,3.1944289693593313,3.4654788418708242,3.0974387527839644,132.73929961089493,1796,餐厅
shop_00027,南海渔村(流花湖店),4.181255526083112,3.2236958443854995,3.3244916003536695,3.0685234305923963,151.75311720698255,2262,餐厅
shop_00028,可可椰场椰子鸡餐厅(长隆店),4.804469273743017,3.7653631284916202,3.8268156424581004,3.787709497206704,76.91111111111111,179,餐厅
shop_00029,吃茶.汕尾特色美食,4.10727969348659,3.049808429118774,2.89272030651341,3.0881226053639845,28.64179104477612,261,餐厅
shop_00030,后街唐厨(中华广场店),4.128440366972477,3.0137614678899083,3.2155963302752295,3.18348623853211,75.7,218,餐厅
shop_00031,后街唐厨(购书中心店),4.278995115143056,3.1316120027913468,3.5017445917655268,3.2700628053035588,85.16147757255936,7165,餐厅
shop_00032,和苑酒家(时代店),4.403189066059226,3.407744874715262,3.4931662870159452,3.5763097949886107,149.44915254237287,878,餐厅
shop_00033,城市客家(大石店),4.320843091334894,3.373536299765808,3.037470725995316,3.2060889929742387,105.97222222222223,854,餐厅
shop_00034,大岗仙庙烧鸡(新市总店),4.578947368421052,3.6842105263157894,3.5789473684210527,3.4210526315789473,39.666666666666664,19,餐厅
shop_00035,大洋家.海鲜砂锅粥,4.1931034482758625,3.1942528735632183,3.2551724137931033,3.2735632183908048,69.00564971751412,870,餐厅
shop_00036,大鸽饭(旗舰店),4.500992063492063,3.5243055555555554,3.4131944444444446,3.3824404761904763,64.03084415584415,4032,餐厅
shop_00037,大鸽饭(江燕路店),4.2705829995549625,3.294170004450378,3.0040053404539386,3.0778816199376946,53.41290322580645,2247,餐厅
shop_00038,大鸽饭(黄埔店),4.24,3.212307692307692,3.3415384615384616,3.046153846153846,67.78512396694215,650,餐厅
shop_00039,大鸽饭(黄边路店),4.291397849462365,3.3311827956989246,2.960752688172043,3.106989247311828,56.18934911242604,1860,餐厅
shop_00040,奇香楼,4.0,3.3146067415730336,2.134831460674157,2.662921348314607,37.58139534883721,89,餐厅
shop_00041,如福楼(大石长隆店),4.306188925081433,3.2866449511400653,3.254071661237785,3.175895765472313,44.23076923076923,307,餐厅
shop_00042,如轩砂锅粥(客村店),4.403632694248234,3.391019172552977,3.412209889001009,3.3698284561049445,74.41639344262295,1982,餐厅
shop_00043,如轩砂锅粥(海珠店),4.265560165975104,3.3475103734439835,3.330567081604426,3.128630705394191,68.30508474576271,2892,餐厅
shop_00044,姨丈私房菜馆,4.145680819912152,3.3096632503660324,2.7298682284040994,3.0256222547584186,58.01937984496124,1366,餐厅
shop_00045,娜仁图雅蒙古美食村(同和店),4.3936170212765955,3.425531914893617,3.358156028368794,3.358156028368794,103.06521739130434,282,餐厅
shop_00046,客语(越秀/东山口店),4.287810843864656,3.2533632286995515,3.3974724826742766,3.2038320423970648,60.20094191522763,4906,餐厅
shop_00047,家香土鸡●脆皮啫鸡煲(文德路店),3.3043478260869565,2.347826086956522,2.260869565217391,2.130434782608696,52.8,23,餐厅
shop_00048,宾宾酒家(34年老店),4.280701754385965,3.366750208855472,2.724310776942356,2.973266499582289,66.52290076335878,1197,餐厅
shop_00049,富临食府,3.877695716395864,3.1096011816838995,2.2084194977843428,2.4682422451994093,51.80357734349122,6770,餐厅
shop_00050,小炳胜,4.032582781456954,3.042913907284768,3.033112582781457,2.9017218543046357,79.75395569620254,3775,餐厅
shop_00051,小鱼儿顺德私房菜,4.353448275862069,3.3620689655172415,3.1982758620689653,3.2155172413793105,73.19354838709677,116,餐厅
shop_00052,尚裕园农庄,4.875,4.0,3.875,3.875,65.0,8,餐厅
shop_00053,山海楼·绿(洛溪店),4.1203319502074685,3.120331950207469,3.2614107883817427,3.004149377593361,123.86111111111111,241,餐厅
shop_00054,广东道至正餐厅(区庄店),4.221670369886289,3.1923931512220625,3.4046529865377075,3.027316690628676,74.83125,7651,餐厅
shop_00055,广交会威斯汀酒店中国元素中餐厅,4.0,3.111111111111111,3.393939393939394,3.202020202020202,194.56521739130434,99,餐厅
shop_00056,广州塔晖粤轩中餐厅,4.253731343283582,3.1791044776119404,3.5,3.2611940298507465,448.5952380952381,134,餐厅
shop_00057,广州天河希尔顿酒店随轩中餐厅,4.303462321792261,3.3217922606924644,3.5702647657841142,3.3686354378818737,165.7596153846154,491,餐厅
shop_00058,广州文华东方酒店餐厅,4.388888888888889,3.3333333333333335,3.4722222222222223,3.5277777777777777,366.85714285714283,36,餐厅
shop_00059,广州日航酒店桃李酒家,4.92,3.84,3.96,3.92,111.81818181818181,50,餐厅
shop_00060,广州柏悦酒店－悦景轩,4.292134831460674,3.337078651685393,3.7191011235955056,3.3258426966292136,569.5428571428571,89,餐厅
shop_00061,广州酒家(东山店),4.21790757381258,3.2769576379974326,3.2493581514762515,3.099486521181001,79.0027397260274,3116,餐厅
shop_00062,广州酒家(临江大道店),4.301915322580645,3.3581149193548385,3.4196068548387095,3.1605342741935485,117.32142857142857,3968,餐厅
shop_00063,广州酒家(文昌店),4.138555383423703,3.2240728188244407,3.259901229785998,2.988090627420604,89.68573079145003,10328,餐厅
shop_00064,广州酒家(昌岗中路店),4.021834061135372,3.1593886462882095,3.3580786026200875,2.8602620087336246,122.77227722772277,458,餐厅
shop_00065,广州酒家(江畔红楼店),4.335881294964029,3.389388489208633,3.3723021582733814,3.1578237410071943,71.6231884057971,2224,餐厅
shop_00066,广州酒家(百福广场店),4.084816326530612,3.2463247304802354,3.2085714285714286,2.873877551020408,108.11383618695048,12250,餐厅
shop_00067,广州酒家(越华路店),4.303185529053946,3.3723387225868415,3.4818312790139267,3.184088362413959,126.8425925925926,6247,餐厅
shop_00068,康来十月土鸡(土华店),5.0,4.0,4.0,4.0,,1,餐厅
shop_00069,徐博馆岭南养生菜,4.392177589852008,3.386892177589852,3.66384778012685,3.3847780126849893,261.84090909090907,946,餐厅
shop_00070,得味●田鸡主题餐厅,4.794824399260628,3.7171903881700556,3.707948243992606,3.7948243992606283,58.61344537815126,541,餐厅
shop_00071,德尚煌顺德菜(四季天地店),4.159538357094365,3.0930074677528854,3.2192803801765106,3.1710794297352343,67.76666666666667,1473,餐厅
shop_00072,悦宴酒家,4.0,3.025830258302583,2.992619926199262,2.7712177121771218,58.92063492063492,271,餐厅
shop_00073,悦榕庄(白云旗舰店),4.309447300771208,3.3412596401028276,3.289203084832905,3.1905526992287916,73.2421052631579,3112,餐厅
shop_00074,悦榕庄(穗盐路店),4.2901900962215445,3.370335601971368,3.135648908706876,3.1193381835249943,65.43709468223086,8522,餐厅
shop_00075,悦湖公馆,4.304736371760501,3.2656529516994635,3.6547406082289804,3.059874888293119,95.8659217877095,1119,餐厅
shop_00076,惠食佳(东风店),4.055125725338491,3.24468085106383,3.0493230174081236,2.902321083172147,169.8733031674208,1034,餐厅
shop_00077,惠食佳(啫八店),4.106601731601732,3.1937229437229435,3.183982683982684,3.0194805194805197,142.19151846785226,1848,餐厅
shop_00078,成记农庄●鹿肉宴,4.588235294117647,3.6176470588235294,3.264705882352941,3.5588235294117645,43.0,68,餐厅
shop_00079,探窝汤物料理(体育西店),4.698970840480275,3.7015437392795882,3.6998284734133793,3.694682675814751,69.22972972972973,1166,餐厅
shop_00080,新聚湖湾●帽峰山泉水特色菜农庄,4.180645161290323,3.196774193548387,3.041935483870968,3.1258064516129034,59.5,310,餐厅
shop_00081,新胜利鱼莊,4.2711743772242,3.3366548042704625,3.3637010676156582,3.1701067615658363,87.58888888888889,1405,餐厅
shop_00082,有饭焗特色私厨(凤凰创意园店),4.184523809523809,3.1785714285714284,3.0238095238095237,3.107142857142857,67.94285714285714,168,餐厅
shop_00083,桃姐农庄(总店),4.77906976744186,3.7848837209302326,3.681893687707641,3.7358803986710964,44.9585798816568,1204,餐厅
shop_00084,榕记·专注蛇宴(东沙总店),4.286974219810041,3.3812754409769337,2.8934871099050206,3.085481682496608,116.3906976744186,1474,餐厅
shop_00085,榕记·专注蛇宴(滨江店),3.923076923076923,2.9926739926739927,2.8351648351648353,2.7032967032967035,125.44594594594595,273,餐厅
shop_00086,江-由辉师傅主理 Jiang By Chef Fei,4.160664819944598,3.188365650969529,3.3878116343490303,3.329639889196676,313.95364238410593,361,餐厅
shop_00087,泮溪酒家,4.0628369012783,3.0846296011088863,3.3171107346373017,2.8892653626982905,68.7145061728395,12986,餐厅
shop_00088,洲记阳山农家菜,4.297872340425532,3.382978723404255,3.1702127659574466,3.148936170212766,47.45454545454545,47,餐厅
shop_00089,海晏楼(滨江东总店),4.238984941438929,3.3324037925264918,3.037367540435025,3.067484662576687,98.29585798816568,3586,餐厅
shop_00090,海皇轩食府(汇美店),4.053623188405797,3.1630434782608696,3.2717391304347827,3.055072463768116,138.1283185840708,1380,餐厅
shop_00091,海门鱼仔店(东圃店),4.291129643669446,3.3775587566338134,3.202426080363912,3.1766489764973467,91.59022556390977,1319,餐厅
shop_00092,海门鱼仔店(花城宾馆店),4.197841726618705,3.214028776978417,3.2823741007194243,2.949640287769784,93.44525547445255,556,餐厅
shop_00093,海门鱼仔店(黄花岗店),4.2252794496990544,3.3005159071367154,2.9221840068787617,2.8757523645743768,92.49152542372882,2326,餐厅
shop_00094,润园椰子鸡(白云大道店),4.4723564143854,3.4691358024691357,3.5942028985507246,3.4213633923778852,91.20253164556962,1863,餐厅
shop_00095,淼福猪肚鸡(长隆店),4.3180722891566266,3.387951807228916,3.040963855421687,3.327710843373494,56.407407407407405,415,餐厅
shop_00096,清心鸡沙田乳鸽店(五羊旗舰店),4.184765625,3.231640625,2.85625,2.880078125,63.58800773694391,2560,餐厅
shop_00097,渔意如意,4.419354838709677,3.4516129032258065,3.2580645161290325,3.2580645161290325,82.5,31,餐厅
shop_00098,滋粥楼(南村店),4.429058663028649,3.480900409276944,3.514324693042292,3.3130968622100956,104.6497277676951,4398,餐厅
shop_00099,滋粥楼(番禺广场总店),4.340449024659551,3.439455281560545,3.3761501656238497,3.2167832167832167,93.68869936034115,2717,餐厅
shop_00100,潮汕西桥牛肉店(万盛名家分店),4.2227378190255225,3.3039443155452437,2.976798143851508,3.1345707656612527,64.43333333333334,431,餐厅
shop_00101,炳胜公馆(炳胜集团),3.8379084967320263,2.9830065359477125,3.33202614379085,2.7411764705882353,190.63139931740614,765,餐厅
shop_00102,炳胜品味(天河店),3.708720672864099,2.952855245683931,2.8138556883576804,2.4827357237715804,107.28184642698623,4518,餐厅
shop_00103,炳胜品味(海印总店),3.7381376037959666,3.042408066429419,2.943950177935943,2.5910438908659548,107.04961832061069,3372,餐厅
shop_00104,炳胜品味(珠江新城店),3.7176470588235295,2.9483757682177347,3.159964881474978,2.62756804214223,2010.995863106431,11390,餐厅
shop_00105,炳胜品味(黄埔大道店),3.790084388185654,3.0221518987341773,3.1751054852320677,2.768987341772152,114.10060975609755,1896,餐厅
shop_00106,牛鲜馆牛肉火锅(东华西路店),4.283929510783798,3.379405576012625,3.152551288795371,3.180036822724882,64.88022813688212,7604,餐厅
shop_00107,狂牛,4.82051282051282,3.7948717948717947,3.6666666666666665,3.769230769230769,36.166666666666664,39,餐厅
shop_00108,璞园香约椰子鸡(机场路店),4.400824553366927,3.5029775538250116,3.5038937242327073,3.2418689876316993,105.26190476190476,2183,餐厅
shop_00109,白云宾馆白云宴餐厅,4.189790575916231,3.167539267015707,3.404450261780105,3.1858638743455496,80.72380952380952,764,餐厅
shop_00110,白天鹅宾馆(玉堂春暖餐厅),4.320825515947467,3.24953095684803,3.6360225140712945,3.4258911819887428,207.53846153846155,533,餐厅
shop_00111,白天鹅宾馆宏图府餐厅,4.367170626349892,3.2151248164464024,3.686490455212922,3.401734104046243,176.48477157360406,1389,餐厅
shop_00112,皇潮●鲍鱼海鲜鸡煲,4.117117117117117,3.1621621621621623,2.6171171171171173,2.981981981981982,55.10204081632653,222,餐厅
shop_00113,禄运茶居(体育西店),4.413105413105413,3.398860398860399,3.3475783475783474,3.3874643874643873,57.13157894736842,351,餐厅
shop_00114,私厨(炳胜集团),3.7867132867132867,2.9545454545454546,3.0244755244755246,2.769230769230769,186.8768115942029,286,餐厅
shop_00115,稻香酒家(万斯分店),3.8962213943587014,2.959020755721128,3.086216072378925,2.8893028206492817,65.59176029962546,1879,餐厅
shop_00116,稻香酒家(太阳城分店),3.812570145903479,2.89337822671156,3.0793116348671905,2.6973438084549195,77.53728489483747,2673,餐厅
shop_00117,粤东城-江景餐厅烧烤钓虾,4.681481481481481,3.6666666666666665,3.7555555555555555,3.7,62.333333333333336,270,餐厅
shop_00118,粤海喜来登酒店采悦轩中餐厅(天河城店),4.454346637506834,3.3739748496446147,3.6752323674138876,3.4762165117550574,171.53361344537817,1829,餐厅
shop_00119,纯再餐厅(光明广场店),4.106659619450317,3.106871035940803,3.2572410147991544,3.058245243128964,71.37429048414023,18920,餐厅
shop_00120,纯再餐厅(西城都荟店),4.204373757455269,3.170576540755467,3.201192842942346,3.088071570576541,71.67127344521224,5030,餐厅
shop_00121,美心翠园,4.144034917555771,3.2303588748787586,3.478661493695441,3.23811833171678,193.4068825910931,2062,餐厅
shop_00122,翅叔海味桑拿火锅店,4.820441988950276,3.805939226519337,3.6139502762430937,3.7534530386740332,80.55445544554455,1448,餐厅
shop_00123,翠园(太古汇店),3.8780294000794595,3.048092209856916,3.2885532591414943,3.001987281399046,198.06269113149847,2517,餐厅
shop_00124,老楷茶餐厅,4.694444444444445,3.5833333333333335,3.6944444444444446,3.6944444444444446,38.0,36,餐厅
shop_00125,聚汇坊?猪肚鸡椰子鸡(机场路总店),4.7244534824606,3.7498729028978137,3.7150482968988308,3.685815963396035,80.22336065573771,3934,餐厅
shop_00126,聚汇坊?猪肚鸡椰子鸡(环市东店),4.826583000570451,3.8151739874500854,3.8636622932116373,3.865373645179692,87.57203389830508,1753,餐厅
shop_00127,聚汇坊?猪肚鸡椰子鸡(黄埔店),4.836306868867083,3.84061849539102,3.8281296461492715,3.820249776984835,73.0,6726,餐厅
shop_00128,聚汇坊音乐餐厅?猪肚鸡椰子鸡(天河北店),4.777919591576261,3.7396298659859606,3.8276962348436503,3.776005105296745,93.16818181818182,1567,餐厅
shop_00129,肥姨私厨(芳村总店),4.623376623376624,3.5714285714285716,3.272727272727273,3.5974025974025974,52.78947368421053,77,餐厅
shop_00130,至潮餐厅,4.341040462427745,3.304431599229287,3.4190751445086707,3.340077071290944,55.39153439153439,1038,餐厅
shop_00131,芭厘园林餐厅,3.967159277504105,2.9589490968801315,3.264367816091954,2.7914614121510675,81.56914893617021,609,餐厅
shop_00132,范阳轩美味居,4.153061224489796,3.4285714285714284,2.13265306122449,2.7551020408163267,93.56,98,餐厅
shop_00133,茗荔园山庄,4.39426523297491,3.3082437275985663,3.630824372759857,3.326164874551971,68.35135135135135,279,餐厅
shop_00134,荔城美食,4.352822580645161,3.4264112903225805,3.1139112903225805,3.1149193548387095,161.4267782426778,992,餐厅
shop_00135,表哥好味鹅(番禺店),3.907514450867052,3.2639691714836223,2.3699421965317917,2.470134874759152,96.47692307692307,519,餐厅
shop_00136,贞姨美食(西华路店),3.601176470588235,2.7505882352941176,1.683529411764706,2.1541176470588237,66.05159705159706,850,餐厅
shop_00137,财神御厨(总店),4.383775351014041,3.4446177847113884,3.374414976599064,3.349453978159126,116.55660377358491,641,餐厅
shop_00138,赏点点心,4.236477987421384,3.280503144654088,3.049056603773585,3.090566037735849,62.14448669201521,795,餐厅
shop_00139,金盞鱼生·生蚝刺身(海珠店),4.944444444444445,4.0,3.8333333333333335,3.9444444444444446,40.0,18,餐厅
shop_00140,银灯食府,4.048889625455751,3.1748425588332783,2.9194564136559498,2.762180974477958,59.31474358974359,6034,餐厅
shop_00141,锦记饮食世家,4.036585365853658,3.152439024390244,2.6097560975609757,2.9451219512195124,65.13333333333334,164,餐厅
shop_00142,长峰河鲜农庄●钓鱼（莲花山店）,4.882352941176471,3.843137254901961,3.8137254901960786,3.8627450980392157,61.642857142857146,102,餐厅
shop_00143,长隆酒店麒麟中餐厅,4.261382799325464,3.3043844856661044,3.5143338954468804,3.2774030354131534,185.6453488372093,1186,餐厅
shop_00144,開飯餐厅(侨鑫国际店),5.0,4.0,4.0,4.0,80.0,2,餐厅
shop_00145,阿一鲍鱼(天河北旗舰店),4.2468145351580935,3.4053798961774424,3.2671071260028315,3.4572911750825863,264.2192118226601,4238,餐厅
shop_00146,阿一鲍鱼(总店),4.259879437374414,3.2444742129939717,3.169457468184863,3.407903549899531,207.2008547008547,1493,餐厅
shop_00147,陆点餐厅(凤凰创意园店),4.173333333333333,3.24,3.3333333333333335,3.1333333333333333,55.041666666666664,75,餐厅
shop_00148,陶然轩(二沙岛店),4.363851617995264,3.3993685872138912,3.567482241515391,3.287292817679558,124.79423868312757,1267,餐厅
shop_00149,陶然轩-岭南·文博食荟(沙面店),4.279648956356736,3.306451612903226,3.433111954459203,3.079696394686907,95.44678217821782,4216,餐厅
shop_00150,陶陶居酒家(丽影广场店),4.1490467937608315,3.247833622183709,3.194107452339688,3.031195840554593,78.1878453038674,577,餐厅
shop_00151,雅苑餐厅,3.728715728715729,3.0663780663780664,2.036075036075036,2.4877344877344876,111.98342541436465,693,餐厅
shop_00152,顺得来,3.967032967032967,3.2030075187969924,2.3626373626373627,2.6043956043956045,73.47916666666667,182,餐厅
shop_00153,食方缘?素食| 别墅主题餐厅,4.238566131025958,3.173053152039555,3.4746600741656364,3.237330037082818,73.48087431693989,809,餐厅
shop_00154,饭聚(北京路总店),4.137516005121639,3.051472471190781,3.2798975672215107,3.137772087067862,62.12660731948566,3905,餐厅
shop_00155,鸿运源农庄●竹笙浸鸡,4.78030303030303,3.75,3.5606060606060606,3.765151515151515,52.8,132,餐厅
shop_00156,麓苑轩酒家,4.385731085848687,3.440611524892199,3.1266170129361033,3.1971775774206193,95.58717948717948,5102,餐厅
shop_00157,點都德(凤凰楼店),4.297776779699079,3.3608803054120817,3.2798113631259826,3.120817426454076,1591.448012232416,4453,餐厅
shop_00158,點都德(名都楼),4.311444141689373,3.361035422343324,3.169482288828338,3.0814713896457766,58.989669421487605,3670,餐厅
shop_00159,點都德(喜粤楼),4.375956692178458,3.440358409557588,3.2674071308568227,3.133003546761247,67.82489224137932,10714,餐厅
shop_00160,點都德(大茶楼),4.251356555224926,3.3287239628916505,3.1326798529669175,3.0728163836863294,59.01005025125628,5713,餐厅
shop_00161,點都德(宝业楼),4.230476914307429,3.3055291658749764,3.1263537906137184,3.012540376211286,58.61752433936022,5263,餐厅
shop_00162,點都德(德天楼),4.055411255411255,3.1593073593073595,3.1064935064935066,2.8051948051948052,122.59919028340082,1155,餐厅
shop_00163,點都德(德宝楼),4.2,3.2455172413793103,3.2013793103448274,3.016551724137931,53.5,725,餐厅
shop_00164,點都德(德江楼),4.312424119789559,3.3427762039660056,3.2428166734115744,3.0922703358963983,58.018367346938774,2471,餐厅
shop_00165,點都德(海燕楼),4.315699658703072,3.361433447098976,3.278839590443686,3.0996587030716722,1948.7163120567375,2930,餐厅
shop_00166,點都德(盘福楼店),4.24878640776699,3.3179611650485437,3.20873786407767,3.0679611650485437,63.171875,824,餐厅
shop_00167,點都德(聚福楼),4.334075992051544,3.3728548202565185,3.2460408261576443,3.1405431444571565,65.2216834083824,16607,餐厅
shop_00168,點都德(花城楼),4.357593605384939,3.389145982330669,3.353386621792175,3.169962137147665,76.38833333333334,2377,餐厅
shop_00169,點都德(花山楼),4.223300970873787,3.203883495145631,3.2524271844660193,3.1359223300970873,55.90625,103,餐厅
shop_00170,點都德(荔红楼),4.361871138570168,3.409893992932862,3.3115622241835836,3.17828773168579,62.264591439688715,1133,餐厅
shop_00171,點都德(骏和楼店),3.9722222222222223,3.061111111111111,3.2,2.9166666666666665,61.129629629629626,180,餐厅
shop_00172,點都德·德誉楼,4.447075882068632,3.4610923151280812,3.3247945867568873,3.2020299661672307,61.43896713615023,4138,餐厅
shop_00173,點都德汇点楼,4.401142041399001,3.439329050678087,3.3281584582441113,3.190578158458244,76.56003937007874,11208,餐厅
shop_00174,龙庭琇厨·海派粤式融合菜(广州分店),4.245398773006135,3.2791411042944785,3.4723926380368098,3.308282208588957,141.76923076923077,652,餐厅
